
savename=baselines_gpt; dataset=imagenetv2; mode=gpt_descriptions; model_size=ViT-L/14,69.98000144958496,0.0,69.98000144958496,69.98000144958496,91.14000201225281,0.0,91.14000201225281,91.14000201225281
savename=baselines_gpt; dataset=imagenet; mode=gpt_descriptions; model_size=ViT-L/14,75.91999769210815,0.0,75.91999769210815,75.91999769210815,94.75399851799011,0.0,94.75399851799011,94.75399851799011
savename=baselines_gpt; dataset=cub; mode=gpt_descriptions; model_size=ViT-L/14,65.23990631103516,0.0,65.23990631103516,65.23990631103516,92.88919568061829,0.0,92.88919568061829,92.88919568061829
savename=baselines_gpt; dataset=eurosat; mode=gpt_descriptions; model_size=ViT-L/14,63.70370388031006,0.0,63.70370388031006,63.70370388031006,97.3111093044281,0.0,97.3111093044281,97.3111093044281
savename=baselines_gpt; dataset=places365; mode=gpt_descriptions; model_size=ViT-L/14,42.772603034973145,0.0,42.772603034973145,42.772603034973145,71.43835425376892,0.0,71.43835425376892,71.43835425376892
savename=baselines_gpt; dataset=food101; mode=gpt_descriptions; model_size=ViT-L/14,93.38613748550415,0.0,93.38613748550415,93.38613748550415,99.30692911148071,0.0,99.30692911148071,99.30692911148071
savename=baselines_gpt; dataset=pets; mode=gpt_descriptions; model_size=ViT-L/14,93.51322054862976,0.0,93.51322054862976,93.51322054862976,99.83646869659424,0.0,99.83646869659424,99.83646869659424
savename=baselines_gpt; dataset=dtd; mode=gpt_descriptions; model_size=ViT-L/14,55.15957474708557,0.0,55.15957474708557,55.15957474708557,80.21276593208313,0.0,80.21276593208313,80.21276593208313
savename=baselines_gpt; dataset=flowers102; mode=clip; model_size=ViT-L/14,74.72760081291199,0.0,74.72760081291199,74.72760081291199,88.82744908332825,0.0,88.82744908332825,88.82744908332825
savename=baselines_gpt; dataset=fgvcaircraft; mode=clip; model_size=ViT-L/14,44.884487986564636,0.0,44.884487986564636,44.884487986564636,84.96849536895752,0.0,84.96849536895752,84.96849536895752
savename=baselines_gpt; dataset=cars; mode=clip; model_size=ViT-L/14,76.4208436012268,0.0,76.4208436012268,76.4208436012268,97.81121611595154,0.0,97.81121611595154,97.81121611595154
savename=baselines_gpt; dataset=cifar100; mode=clip; model_size=ViT-L/14,77.20999717712402,0.0,77.20999717712402,77.20999717712402,93.58999729156494,0.0,93.58999729156494,93.58999729156494
savename=baselines_gpt; dataset=caltech256; mode=clip; model_size=ViT-L/14,87.04671859741211,0.0,87.04671859741211,87.04671859741211,94.62593793869019,0.0,94.62593793869019,94.62593793869019

savename=baselines_gpt; dataset=imagenetv2; mode=gpt_descriptions; model_size=ViT-B/32,56.25,0.0,56.25,56.25,83.12000036239624,0.0,83.12000036239624,83.12000036239624
