Class Name,Accuracy
"('mosquito net',)",76.0
"('motor scooter', 'scooter')",50.0
"('mountain bike', 'all-terrain bike', 'off-roader')",98.0
"('mountain tent',)",88.0
"('mouse', 'computer mouse')",30.0
"('mousetrap',)",68.0
"('moving van',)",52.0
"('muzzle',)",32.0
"('nail',)",6.0
"('neck brace',)",62.0
"('necklace',)",88.0
"('nipple',)",28.0
"('notebook', 'notebook computer')",16.0
"('obelisk',)",88.0
"('oboe', 'hautboy', 'hautbois')",48.0
"('ocarina', 'sweet potato')",64.0
"('odometer', 'hodometer', 'mileometer', 'milometer')",98.0
"('oil filter',)",62.0
"('organ', 'pipe organ')",90.0
"('oscilloscope', 'scope', 'cathode-ray oscilloscope', 'CRO')",88.0
"('overskirt',)",38.0
"('oxcart',)",74.0
"('oxygen mask',)",52.0
"('packet',)",66.0
"('paddle', 'boat paddle')",28.0
"('paddlewheel', 'paddle wheel')",78.0
"('padlock',)",84.0
"('paintbrush',)",46.0
"('pajama', 'pyjama', ""pj's"", 'jammies')",88.0
"('palace',)",62.0
"('panpipe', 'pandean pipe', 'syrinx')",72.0
"('paper towel',)",16.0
"('parachute', 'chute')",98.0
"('parallel bars', 'bars')",12.0
"('park bench',)",76.0
"('parking meter',)",62.0
"('passenger car', 'coach', 'carriage')",26.0
"('patio', 'terrace')",68.0
"('pay-phone', 'pay-station')",72.0
"('pedestal', 'plinth', 'footstall')",40.0
"('pencil box', 'pencil case')",58.0
"('pencil sharpener',)",42.0
"('perfume', 'essence')",82.0
"('Petri dish',)",78.0
"('photocopier',)",76.0
"('pick', 'plectrum', 'plectron')",82.0
"('pickelhaube',)",28.0
"('picket fence', 'paling')",74.0
"('pickup', 'pickup truck')",66.0
"('pier',)",26.0
"('piggy bank', 'penny bank')",88.0
"('pill bottle',)",82.0
"('pillow',)",84.0
"('ping-pong ball',)",40.0
"('pinwheel',)",78.0
"('pirate', 'pirate ship')",86.0
"('pitcher', 'ewer')",12.0
"('plane', ""carpenter's plane"", 'woodworking plane')",68.0
"('planetarium',)",76.0
"('plastic bag',)",38.0
"('plate rack',)",64.0
"('plow', 'plough')",36.0
"('plunger', ""plumber's helper"")",32.0
"('Polaroid camera', 'Polaroid Land camera')",78.0
"('pole',)",42.0
"('police van', 'police wagon', 'paddy wagon', 'patrol wagon', 'wagon', 'black Maria')",76.0
"('poncho',)",58.0
"('pool table', 'billiard table', 'snooker table')",84.0
"('pop bottle', 'soda bottle')",48.0
"('pot', 'flowerpot')",72.0
"(""potter's wheel"",)",42.0
"('power drill',)",44.0
"('prayer rug', 'prayer mat')",72.0
"('printer',)",34.0
"('prison', 'prison house')",70.0
"('projectile', 'missile')",4.0
"('projector',)",52.0
"('puck', 'hockey puck')",92.0
"('punching bag', 'punch bag', 'punching ball', 'punchball')",60.0
"('purse',)",44.0
"('quill', 'quill pen')",36.0
"('quilt', 'comforter', 'comfort', 'puff')",2.0
"('racer', 'race car', 'racing car')",80.0
"('racket', 'racquet')",84.0
"('radiator',)",46.0
"('radio', 'wireless')",40.0
"('radio telescope', 'radio reflector')",94.0
"('rain barrel',)",82.0
"('recreational vehicle', 'RV', 'R.V.')",82.0
"('reel',)",62.0
"('reflex camera',)",66.0
"('refrigerator', 'icebox')",88.0
"('remote control', 'remote')",80.0
"('restaurant', 'eating house', 'eating place', 'eatery')",52.0
"('revolver', 'six-gun', 'six-shooter')",92.0
"('rifle',)",46.0
"('rocking chair', 'rocker')",50.0
"('rotisserie',)",76.0
"('rubber eraser', 'rubber', 'pencil eraser')",8.0
"('rugby ball',)",86.0
"('rule', 'ruler')",58.0
"('running shoe',)",78.0
"('safe',)",38.0
"('safety pin',)",40.0
"('saltshaker', 'salt shaker')",42.0
"('sandal',)",66.0
"('sarong',)",66.0
"('sax', 'saxophone')",72.0
"('scabbard',)",52.0
"('scale', 'weighing machine')",40.0
"('school bus',)",92.0
"('schooner',)",78.0
"('scoreboard',)",92.0
"('screen', 'CRT screen')",12.0
"('screw',)",70.0
"('screwdriver',)",10.0
"('seat belt', 'seatbelt')",46.0
"('sewing machine',)",64.0
"('shield', 'buckler')",42.0
"('shoe shop', 'shoe-shop', 'shoe store')",68.0
"('shoji',)",78.0
"('shopping basket',)",56.0
"('shopping cart',)",84.0
"('shovel',)",42.0
"('shower cap',)",60.0
"('shower curtain',)",56.0
"('ski',)",88.0
"('ski mask',)",86.0
"('sleeping bag',)",66.0
"('slide rule', 'slipstick')",56.0
"('sliding door',)",42.0
"('slot', 'one-armed bandit')",98.0
"('snorkel',)",80.0
"('snowmobile',)",92.0
"('snowplow', 'snowplough')",92.0
"('soap dispenser',)",46.0
"('soccer ball',)",86.0
"('sock',)",58.0
"('solar dish', 'solar collector', 'solar furnace')",58.0
"('sombrero',)",58.0
"('soup bowl',)",50.0
"('space bar',)",26.0
"('space heater',)",58.0
"('space shuttle',)",82.0
"('spatula',)",28.0
"('speedboat',)",66.0
"('spider web', ""spider's web"")",66.0
"('spindle',)",18.0
"('sports car', 'sport car')",42.0
"('spotlight', 'spot')",22.0
"('stage',)",56.0
"('steam locomotive',)",94.0
"('steel arch bridge',)",10.0
"('steel drum',)",76.0
"('stethoscope',)",58.0
"('stole',)",42.0
"('stone wall',)",74.0
"('stopwatch', 'stop watch')",28.0
"('stove',)",50.0
"('strainer',)",16.0
"('streetcar', 'tram', 'tramcar', 'trolley', 'trolley car')",78.0
"('stretcher',)",72.0
"('studio couch', 'day bed')",62.0
"('stupa', 'tope')",84.0
"('submarine', 'pigboat', 'sub', 'U-boat')",78.0
"('suit', 'suit of clothes')",56.0
"('sundial',)",60.0
"('sunglass',)",6.0
"('sunglasses', 'dark glasses', 'shades')",66.0
"('sunscreen', 'sunblock', 'sun blocker')",52.0
"('suspension bridge',)",76.0
"('swab', 'swob', 'mop')",58.0
"('sweatshirt',)",56.0
"('swimming trunks', 'bathing trunks')",58.0
"('swing',)",76.0
"('switch', 'electric switch', 'electrical switch')",56.0
"('syringe',)",50.0
"('table lamp',)",64.0
"('tank', 'army tank', 'armored combat vehicle', 'armoured combat vehicle')",60.0
"('tape player',)",48.0
"('teapot',)",84.0
"('teddy', 'teddy bear')",80.0
"('television', 'television system')",62.0
"('tennis ball',)",58.0
"('thatch', 'thatched roof')",84.0
"('theater curtain', 'theatre curtain')",72.0
"('thimble',)",46.0
"('thresher', 'thrasher', 'threshing machine')",40.0
"('throne',)",68.0
"('tile roof',)",78.0
"('toaster',)",48.0
"('tobacco shop', 'tobacconist shop', 'tobacconist')",68.0
"('toilet seat',)",42.0
"('torch',)",50.0
"('totem pole',)",98.0
"('tow truck', 'tow car', 'wrecker')",52.0
"('toyshop',)",74.0
"('tractor',)",74.0
"('trailer truck', 'tractor trailer', 'trucking rig', 'rig', 'articulated lorry', 'semi')",84.0
"('tray',)",32.0
"('trench coat',)",52.0
"('tricycle', 'trike', 'velocipede')",60.0
"('trimaran',)",74.0
"('tripod',)",78.0
"('triumphal arch',)",92.0
"('trolleybus', 'trolley coach', 'trackless trolley')",96.0
"('trombone',)",56.0
"('tub', 'vat')",16.0
"('turnstile',)",72.0
"('typewriter keyboard',)",80.0
"('umbrella',)",56.0
"('unicycle', 'monocycle')",56.0
"('upright', 'upright piano')",56.0
"('vacuum', 'vacuum cleaner')",62.0
"('vase',)",54.0
"('vault',)",78.0
"('velvet',)",12.0
"('vending machine',)",84.0
"('vestment',)",60.0
"('viaduct',)",78.0
"('violin', 'fiddle')",44.0
"('volleyball',)",96.0
"('waffle iron',)",56.0
"('wall clock',)",66.0
"('wallet', 'billfold', 'notecase', 'pocketbook')",48.0
"('wardrobe', 'closet', 'press')",54.0
"('warplane', 'military plane')",92.0
"('washbasin', 'handbasin', 'washbowl', 'lavabo', 'wash-hand basin')",48.0
"('washer', 'automatic washer', 'washing machine')",78.0
"('water bottle',)",38.0
"('water jug',)",16.0
"('water tower',)",96.0
"('whiskey jug',)",68.0
"('whistle',)",32.0
"('wig',)",92.0
"('window screen',)",56.0
"('window shade',)",42.0
"('Windsor tie',)",20.0
"('wine bottle',)",48.0
"('wing',)",32.0
"('wok',)",50.0
"('wooden spoon',)",42.0
"('wool', 'woolen', 'woollen')",28.0
"('worm fence', 'snake fence', 'snake-rail fence', 'Virginia fence')",80.0
"('wreck',)",66.0
"('yawl',)",20.0
"('yurt',)",88.0
"('web site', 'website', 'internet site', 'site')",96.0
"('comic book',)",90.0
"('crossword puzzle', 'crossword')",74.0
"('street sign',)",84.0
"('traffic light', 'traffic signal', 'stoplight')",54.0
"('book jacket', 'dust cover', 'dust jacket', 'dust wrapper')",60.0
"('menu',)",98.0
"('plate',)",10.0
"('guacamole',)",86.0
"('consomme',)",64.0
"('hot pot', 'hotpot')",92.0
"('trifle',)",100.0
"('ice cream', 'icecream')",56.0
"('ice lolly', 'lolly', 'lollipop', 'popsicle')",54.0
"('French loaf',)",48.0
"('bagel', 'beigel')",70.0
"('pretzel',)",68.0
"('cheeseburger',)",96.0
"('hotdog', 'hot dog', 'red hot')",86.0
"('mashed potato',)",76.0
"('head cabbage',)",86.0
"('broccoli',)",88.0
"('cauliflower',)",80.0
"('zucchini', 'courgette')",64.0
"('spaghetti squash',)",68.0
"('acorn squash',)",68.0
"('butternut squash',)",44.0
"('cucumber', 'cuke')",40.0
"('artichoke', 'globe artichoke')",76.0
"('bell pepper',)",92.0
"('cardoon',)",80.0
"('mushroom',)",12.0
"('Granny Smith',)",88.0
"('strawberry',)",60.0
"('orange',)",66.0
"('lemon',)",64.0
"('fig',)",76.0
"('pineapple', 'ananas')",78.0
"('banana',)",76.0
"('jackfruit', 'jak', 'jack')",94.0
"('custard apple',)",90.0
"('pomegranate',)",86.0
"('hay',)",88.0
"('carbonara',)",94.0
"('chocolate sauce', 'chocolate syrup')",42.0
"('dough',)",56.0
"('meat loaf', 'meatloaf')",88.0
"('pizza', 'pizza pie')",88.0
"('potpie',)",92.0
"('burrito',)",96.0
"('red wine',)",74.0
"('espresso',)",70.0
"('cup',)",20.0
"('eggnog',)",62.0
"('alp',)",38.0
"('bubble',)",68.0
"('cliff', 'drop', 'drop-off')",66.0
"('coral reef',)",60.0
"('geyser',)",98.0
"('lakeside', 'lakeshore')",46.0
"('promontory', 'headland', 'head', 'foreland')",48.0
"('sandbar', 'sand bar')",52.0
"('seashore', 'coast', 'seacoast', 'sea-coast')",50.0
"('valley', 'vale')",60.0
"('volcano',)",86.0
"('ballplayer', 'baseball player')",90.0
"('groom', 'bridegroom')",72.0
"('scuba diver',)",76.0
"('rapeseed',)",94.0
"('daisy',)",100.0
"(""yellow lady's slipper"", 'yellow lady-slipper', 'Cypripedium calceolus', 'Cypripedium parviflorum')",100.0
"('corn',)",68.0
"('acorn',)",48.0
"('hip', 'rose hip', 'rosehip')",94.0
"('buckeye', 'horse chestnut', 'conker')",24.0
"('coral fungus',)",82.0
"('agaric',)",84.0
"('gyromitra',)",90.0
"('stinkhorn', 'carrion fungus')",66.0
"('earthstar',)",86.0
"('hen-of-the-woods', 'hen of the woods', 'Polyporus frondosus', 'Grifola frondosa')",88.0
"('bolete',)",56.0
"('ear', 'spike', 'capitulum')",28.0
"('toilet tissue', 'toilet paper', 'bathroom tissue')",34.0
