Class Name,Accuracy
A300,3.0303030303030303
A310,12.121212121212121
A320,41.791044776119406
A330,34.84848484848485
A340,34.32835820895522
A380,60.60606060606061
ATR-42,12.121212121212121
ATR-72,55.88235294117647
An-12,0.0
BAE 146,37.3134328358209
BAE-125,0.0
Beechcraft 1900,27.272727272727273
Boeing 707,24.242424242424242
Boeing 717,11.764705882352942
Boeing 727,6.0606060606060606
Boeing 737,15.730337078651685
Boeing 747,12.781954887218046
Boeing 757,11.940298507462687
Boeing 767,28.0
Boeing 777,11.940298507462687
C-130,81.81818181818181
C-47,15.151515151515152
CRJ-200,29.41176470588235
CRJ-700,10.606060606060606
Cessna 172,61.76470588235294
Cessna 208,60.60606060606061
Cessna Citation,82.08955223880596
Challenger 600,18.181818181818183
DC-10,15.151515151515152
DC-3,20.58823529411765
DC-6,45.45454545454545
DC-8,27.272727272727273
DC-9,23.529411764705884
DH-82,75.75757575757575
DHC-1,15.151515151515152
DHC-6,61.76470588235294
DR-400,0.0
Dash 8,15.151515151515152
Dornier 328,15.151515151515152
EMB-120,3.0303030303030303
Embraer E-Jet,15.0
Embraer ERJ 145,22.388059701492537
Embraer Legacy 600,9.090909090909092
Eurofighter Typhoon,91.17647058823529
F-16,75.75757575757575
F/A-18,72.72727272727273
Falcon 2000,58.8235294117647
Falcon 900,3.0303030303030303
Fokker 100,9.090909090909092
Fokker 50,26.470588235294116
Fokker 70,36.36363636363637
Global Express,12.121212121212121
Gulfstream,49.25373134328358
Hawk T1,96.96969696969697
Il-76,58.8235294117647
King Air,42.42424242424242
L-1011,6.0606060606060606
MD-11,3.0303030303030303
MD-80,4.477611940298507
MD-90,33.333333333333336
Metroliner,11.764705882352942
PA-28,15.151515151515152
SR-20,35.294117647058826
Saab 2000,24.242424242424242
Saab 340,18.181818181818183
Spitfire,94.11764705882354
Tornado,15.151515151515152
Tu-134,0.0
Tu-154,0.0
Yak-42,0.0
